,sym1,sym2,p_value,t_value,c_value,hedge_ratio,zero_crossings
2638,CYBERUSDT,APEUSDT,0.0,-4.36,-3.37,4.48,17
3236,ETHUSDT,LITUSDT,0.0,-4.33,-3.37,2503.36,17
4835,MAGICUSDT,MKRUSDT,0.03,-3.55,-3.37,0.0,17
5944,SANDUSDT,VETUSDT,0.04,-3.44,-3.37,17.52,17
4837,MAGICUSDT,YFIUSDT,0.0,-4.21,-3.37,0.0,17
929,APEUSDT,AXSUSDT,0.0,-4.15,-3.37,0.25,17
4843,MASKUSDT,JSTUSDT,0.02,-3.64,-3.37,118.82,17
661,ALGOUSDT,ONTUSDT,0.03,-3.48,-3.37,0.58,17
4861,MATICUSDT,RDNTUSDT,0.02,-3.73,-3.37,2.47,17
3752,GALAUSDT,OPUSDT,0.03,-3.58,-3.37,0.01,17
4924,MINAUSDT,LITUSDT,0.04,-3.44,-3.37,0.58,17
4862,MATICUSDT,SOLUSDT,0.04,-3.39,-3.37,0.03,17
218,10000NFTUSDT,SNXUSDT,0.02,-3.73,-3.37,0.0,17
1397,AUDIOUSDT,KSMUSDT,0.03,-3.53,-3.37,0.01,17
1254,ARBUSDT,ROSEUSDT,0.01,-3.81,-3.37,20.07,17
3722,GALAUSDT,HBARUSDT,0.02,-3.72,-3.37,0.29,17
4990,NEARUSDT,RNDRUSDT,0.03,-3.49,-3.37,0.71,17
1237,APTUSDT,ZILUSDT,0.02,-3.74,-3.37,322.55,17
1306,ATAUSDT,1000BTTUSDT,0.04,-3.43,-3.37,192.48,17
1226,APTUSDT,TRXUSDT,0.03,-3.5,-3.37,62.96,17
1589,BNXUSDT,ONTUSDT,0.04,-3.44,-3.37,1.3,17
5052,NMRUSDT,BADGERUSDT,0.04,-3.39,-3.37,6.15,17
5824,RLCUSDT,FORTHUSDT,0.02,-3.73,-3.37,0.37,17
2798,CYBERUSDT,SKLUSDT,0.0,-4.28,-3.37,218.99,17
5040,NKNUSDT,SNXUSDT,0.01,-4.08,-3.37,0.04,17
711,ALICEUSDT,LITUSDT,0.03,-3.5,-3.37,1.17,17
1414,AVAXUSDT,CYBERUSDT,0.03,-3.51,-3.37,1.83,17
4732,LRCUSDT,CKBUSDT,0.01,-3.93,-3.37,65.66,17
5851,RLCUSDT,SSVUSDT,0.01,-3.88,-3.37,0.06,17
5855,RLCUSDT,VGXUSDT,0.0,-4.78,-3.37,7.98,17
4753,LRCUSDT,LQTYUSDT,0.0,-4.31,-3.37,0.22,17
704,ALICEUSDT,GRTUSDT,0.01,-3.87,-3.37,8.98,17
1245,ARBUSDT,JSTUSDT,0.01,-3.84,-3.37,37.57,17
1410,AVAXUSDT,1000PEPEUSDT,0.01,-3.99,-3.37,13948.42,17
5867,RNDRUSDT,BCHUSDT,0.03,-3.57,-3.37,0.01,17
1597,BOBAUSDT,ADAUSDT,0.04,-3.46,-3.37,0.46,17
5025,NKNUSDT,FLRUSDT,0.03,-3.48,-3.37,7.56,17
5875,RNDRUSDT,ENSUSDT,0.03,-3.58,-3.37,0.21,17
5016,NKNUSDT,BADGERUSDT,0.04,-3.4,-3.37,0.04,17
5011,NEARUSDT,XVSUSDT,0.03,-3.57,-3.37,0.25,17
907,ANKRUSDT,YFIUSDT,0.02,-3.62,-3.37,0.0,17
4784,LRCUSDT,UMAUSDT,0.01,-3.95,-3.37,0.13,17
908,ANKRUSDT,ZECUSDT,0.0,-4.69,-3.37,0.0,17
958,APEUSDT,DODOUSDT,0.04,-3.42,-3.37,12.03,17
3300,ETHWUSDT,CFXUSDT,0.01,-3.83,-3.37,11.0,17
42,10000NFTUSDT,AGLDUSDT,0.01,-3.77,-3.37,0.01,17
2796,CYBERUSDT,SFPUSDT,0.0,-4.69,-3.37,8.6,17
5661,QNTUSDT,NMRUSDT,0.05,-3.37,-3.37,7.27,17
77,10000NFTUSDT,BNXUSDT,0.02,-3.67,-3.37,0.02,17
3422,ETHWUSDT,THETAUSDT,0.02,-3.72,-3.37,2.18,17
186,10000NFTUSDT,NKNUSDT,0.02,-3.68,-3.37,0.04,17
2953,DODOUSDT,KASUSDT,0.0,-4.73,-3.37,2.01,17
3026,DOGEUSDT,USDCUSDT,0.0,-4.15,-3.37,0.06,17
4437,ILVUSDT,PHBUSDT,0.0,-12.17,-3.37,71.8,17
4439,ILVUSDT,QNTUSDT,0.02,-3.67,-3.37,0.44,17
1124,API3USDT,LITUSDT,0.01,-3.89,-3.37,1.63,17
4344,ILVUSDT,COMPUSDT,0.03,-3.48,-3.37,1.03,17
1127,API3USDT,LTCUSDT,0.0,-4.15,-3.37,0.02,17
4453,ILVUSDT,SOLUSDT,0.02,-3.61,-3.37,2.15,17
2934,DENTUSDT,LINAUSDT,0.04,-3.47,-3.37,0.06,17
843,ALPHAUSDT,TRXUSDT,0.0,-4.16,-3.37,0.93,17
5313,OGNUSDT,VETUSDT,0.03,-3.54,-3.37,5.44,17
4334,ILVUSDT,BSVUSDT,0.02,-3.7,-3.37,1.3,17
3134,EGLDUSDT,FLOWUSDT,0.04,-3.41,-3.37,57.04,17
777,ALPHAUSDT,AMBUSDT,0.0,-4.75,-3.37,9.67,17
1470,BALUSDT,HBARUSDT,0.03,-3.52,-3.37,65.64,17
4332,ILVUSDT,BNXUSDT,0.0,-7.58,-3.37,192.97,17
3039,DOTUSDT,ENSUSDT,0.01,-3.83,-3.37,0.55,17
5310,OGNUSDT,TWTUSDT,0.02,-3.67,-3.37,0.12,17
5308,OGNUSDT,TRXUSDT,0.01,-3.82,-3.37,1.12,17
5303,OGNUSDT,SUNUSDT,0.01,-3.95,-3.37,17.29,17
5299,OGNUSDT,SNXUSDT,0.03,-3.55,-3.37,0.04,17
2923,DASHUSDT,SWEATUSDT,0.03,-3.48,-3.37,3655.67,17
86,10000NFTUSDT,CELRUSDT,0.02,-3.68,-3.37,0.3,17
4319,ILVUSDT,AUCTIONUSDT,0.0,-12.08,-3.37,8.48,17
5506,PENDLEUSDT,ZENUSDT,0.01,-4.03,-3.37,0.08,17
4364,ILVUSDT,EGLDUSDT,0.0,-11.99,-3.37,1.64,17
1104,API3USDT,FILUSDT,0.01,-3.93,-3.37,0.32,17
5337,OGUSDT,PHBUSDT,0.0,-6.26,-3.37,8.28,17
1486,BALUSDT,RNDRUSDT,0.02,-3.63,-3.37,2.1,17
1084,API3USDT,CEEKUSDT,0.03,-3.54,-3.37,28.22,17
1478,BALUSDT,LQTYUSDT,0.0,-4.35,-3.37,4.11,17
1083,API3USDT,BUSDUSDT,0.0,-4.13,-3.37,1.06,17
4403,ILVUSDT,LEVERUSDT,0.03,-3.53,-3.37,30771.75,17
4404,ILVUSDT,LINAUSDT,0.01,-3.78,-3.37,3850.57,17
5357,ONEUSDT,BNTUSDT,0.02,-3.61,-3.37,0.02,17
5392,OPUSDT,BALUSDT,0.0,-4.38,-3.37,0.42,17
4395,ILVUSDT,JSTUSDT,0.0,-11.93,-3.37,1888.5,17
805,ALPHAUSDT,GLMUSDT,0.0,-5.2,-3.37,0.45,17
132,10000NFTUSDT,GMTUSDT,0.02,-3.77,-3.37,0.02,17
800,ALPHAUSDT,EOSUSDT,0.03,-3.57,-3.37,0.14,17
4390,ILVUSDT,IMXUSDT,0.0,-11.75,-3.37,78.95,17
4385,ILVUSDT,HOOKUSDT,0.02,-3.74,-3.37,50.93,17
818,ALPHAUSDT,LITUSDT,0.03,-3.54,-3.37,0.12,17
821,ALPHAUSDT,MAGICUSDT,0.01,-3.77,-3.37,0.16,17
5423,OPUSDT,FETUSDT,0.02,-3.64,-3.37,5.95,17
1477,BALUSDT,LITUSDT,0.04,-3.41,-3.37,5.05,17
2970,DOGEUSDT,BNXUSDT,0.02,-3.64,-3.37,0.29,17
52,10000NFTUSDT,API3USDT,0.02,-3.68,-3.37,0.0,17
3462,FETUSDT,SWEATUSDT,0.03,-3.58,-3.37,32.43,17
4379,ILVUSDT,GMTUSDT,0.0,-12.29,-3.37,267.29,17
3019,DOGEUSDT,SWEATUSDT,0.02,-3.64,-3.37,8.71,17
1364,ATOMUSDT,TRUUSDT,0.0,-4.22,-3.37,199.37,17
4877,MAVUSDT,WOOUSDT,0.02,-3.64,-3.37,1.36,17
145,10000NFTUSDT,IDEXUSDT,0.02,-3.68,-3.37,0.08,17
5291,OGNUSDT,QTUMUSDT,0.01,-4.03,-3.37,0.04,17
3415,ETHWUSDT,STGUSDT,0.01,-3.96,-3.37,2.84,17
4315,ILVUSDT,ARUSDT,0.0,-12.46,-3.37,9.6,17
5239,OGNUSDT,BATUSDT,0.01,-3.97,-3.37,0.54,17
5596,QNTUSDT,DENTUSDT,0.02,-3.63,-3.37,151006.25,17
2869,DARUSDT,GLMRUSDT,0.0,-5.02,-3.37,0.52,17
5598,QNTUSDT,DODOUSDT,0.04,-3.42,-3.37,978.41,17
3106,DYDXUSDT,IOSTUSDT,0.0,-4.65,-3.37,277.15,17
4618,LINAUSDT,BATUSDT,0.0,-4.27,-3.37,0.06,17
4170,HOOKUSDT,MCUSDT,0.0,-4.17,-3.37,2.72,17
5623,QNTUSDT,HNTUSDT,0.0,-4.47,-3.37,65.22,17
5228,OGNUSDT,ALPHAUSDT,0.03,-3.52,-3.37,1.2,17
107,10000NFTUSDT,DOGEUSDT,0.02,-3.7,-3.37,0.06,17
5225,OGNUSDT,AGIXUSDT,0.01,-3.95,-3.37,0.51,17
1443,BADGERUSDT,SUSHIUSDT,0.01,-4.09,-3.37,3.36,17
868,AMBUSDT,DOGEUSDT,0.02,-3.76,-3.37,0.13,17
4141,HFTUSDT,UNIUSDT,0.01,-3.8,-3.37,0.07,17
3611,FTMUSDT,CKBUSDT,0.02,-3.68,-3.37,70.96,17
4134,HFTUSDT,BNXUSDT,0.02,-3.64,-3.37,1.49,17
210,10000NFTUSDT,RSRUSDT,0.02,-3.66,-3.37,1.82,17
3617,FTMUSDT,DENTUSDT,0.03,-3.59,-3.37,314.68,17
5219,OCEANUSDT,YGGUSDT,0.01,-4.07,-3.37,1.57,17
4625,LINAUSDT,KASUSDT,0.01,-3.97,-3.37,0.22,17
1374,AUCTIONUSDT,MAVUSDT,0.02,-3.73,-3.37,21.37,17
4095,GPTUSDT,TOMOUSDT,0.02,-3.7,-3.37,0.01,17
5707,QNTUSDT,UNIUSDT,0.0,-4.12,-3.37,21.45,17
4082,GPTUSDT,SHIB1000USDT,0.02,-3.74,-3.37,1.21,17
4047,GPTUSDT,MCUSDT,0.0,-10.06,-3.37,0.03,17
3646,FTMUSDT,PEOPLEUSDT,0.01,-4.06,-3.37,20.76,17
5594,QNTUSDT,DARUSDT,0.01,-3.84,-3.37,1062.29,17
3583,FORTHUSDT,FITFIUSDT,0.03,-3.54,-3.37,825.85,17
4313,ILVUSDT,ARKMUSDT,0.0,-7.12,-3.37,112.79,17
4234,ICPUSDT,UMAUSDT,0.04,-3.46,-3.37,2.18,17
1151,API3USDT,SSVUSDT,0.04,-3.42,-3.37,0.07,17
4308,ILVUSDT,AMBUSDT,0.0,-7.82,-3.37,5101.45,17
1370,AUCTIONUSDT,CVXUSDT,0.0,-4.95,-3.37,1.9,17
5286,OGNUSDT,ONEUSDT,0.04,-3.39,-3.37,9.58,17
4304,ILVUSDT,ALGOUSDT,0.0,-12.31,-3.37,431.33,17
3063,DOTUSDT,SANDUSDT,0.01,-3.98,-3.37,13.76,17
4300,ILVUSDT,ACHUSDT,0.0,-12.07,-3.37,2734.24,17
5281,OGNUSDT,MANAUSDT,0.01,-3.99,-3.37,0.32,17
102,10000NFTUSDT,DARUSDT,0.02,-3.63,-3.37,0.04,17
4294,ILVUSDT,10000LADYSUSDT,0.0,-11.29,-3.37,121013.19,17
1454,BALUSDT,CHZUSDT,0.04,-3.46,-3.37,56.72,17
4286,IDEXUSDT,USDCUSDT,0.0,-4.42,-3.37,0.05,17
1163,API3USDT,USDCUSDT,0.0,-4.32,-3.37,1.06,17
5541,QNTUSDT,AGLDUSDT,0.04,-3.46,-3.37,167.0,17
1165,API3USDT,VGXUSDT,0.03,-3.51,-3.37,8.27,17
5546,QNTUSDT,ALPHAUSDT,0.02,-3.73,-3.37,1201.56,17
4273,IDEXUSDT,NEARUSDT,0.02,-3.62,-3.37,0.04,17
1031,APEUSDT,SLPUSDT,0.02,-3.67,-3.37,826.42,17
4266,IDEXUSDT,LITUSDT,0.02,-3.61,-3.37,0.07,17
5257,OGNUSDT,FILUSDT,0.01,-3.82,-3.37,0.03,17
4258,IDEXUSDT,BATUSDT,0.03,-3.5,-3.37,0.27,17
5247,OGNUSDT,COMPUSDT,0.03,-3.55,-3.37,0.0,17
1527,BATUSDT,TUSDT,0.02,-3.63,-3.37,9.85,17
1529,BATUSDT,ZECUSDT,0.02,-3.64,-3.37,0.01,17
104,10000NFTUSDT,DENTUSDT,0.02,-3.75,-3.37,5.61,17
4375,ILVUSDT,FXSUSDT,0.03,-3.58,-3.37,7.66,17
1571,BNTUSDT,DASHUSDT,0.02,-3.7,-3.37,0.02,17
7018,XVSUSDT,LINAUSDT,0.02,-3.72,-3.37,423.01,17
1868,BUSDUSDT,GMTUSDT,0.0,-5.52,-3.37,6.61,17
6646,TWTUSDT,KAVAUSDT,0.0,-5.13,-3.37,1.26,17
7245,YFIIUSDT,TUSDT,0.0,-4.35,-3.37,24686.81,17
5,10000LADYSUSDT,COTIUSDT,0.04,-3.45,-3.37,0.01,17
495,1INCHUSDT,ACHUSDT,0.01,-3.91,-3.37,16.46,17
595,AGIXUSDT,YFIIUSDT,0.02,-3.65,-3.37,0.0,17
7256,YFIIUSDT,XMRUSDT,0.0,-4.91,-3.37,2.94,17
7418,ZILUSDT,DOTUSDT,0.0,-12.06,-3.37,0.0,17
500,1INCHUSDT,GLMUSDT,0.0,-4.21,-3.37,1.43,17
1957,CEEKUSDT,AMBUSDT,0.0,-4.5,-3.37,4.72,17
6192,STGUSDT,BLURUSDT,0.0,-5.73,-3.37,2.62,17
2332,CROUSDT,SSVUSDT,0.01,-3.91,-3.37,0.0,17
293,1000BTTUSDT,EOSUSDT,0.01,-3.9,-3.37,0.0,17
594,AGIXUSDT,VGXUSDT,0.0,-4.16,-3.37,1.41,17
7267,YFIUSDT,CVCUSDT,0.05,-3.38,-3.37,76321.83,17
7273,YGGUSDT,AGLDUSDT,0.04,-3.47,-3.37,0.36,17
7275,YGGUSDT,AMBUSDT,0.01,-3.92,-3.37,25.31,17
6581,TWTUSDT,AXSUSDT,0.0,-4.62,-3.37,0.18,17
7280,YGGUSDT,CTKUSDT,0.0,-4.9,-3.37,0.44,17
2510,CTCUSDT,OCEANUSDT,0.0,-4.48,-3.37,0.47,17
2319,CROUSDT,MAGICUSDT,0.01,-3.97,-3.37,0.11,17
6165,STGUSDT,ALPACAUSDT,0.0,-5.79,-3.37,3.5,17
7432,ZILUSDT,GFTUSDT,0.03,-3.57,-3.37,1.92,17
1975,CEEKUSDT,BATUSDT,0.0,-4.46,-3.37,0.22,17
6164,STGUSDT,ALICEUSDT,0.0,-6.02,-3.37,0.61,17
6747,UNIUSDT,ROSEUSDT,0.01,-3.86,-3.37,107.05,17
2005,CEEKUSDT,DENTUSDT,0.0,-4.26,-3.37,61.44,17
7206,YFIIUSDT,OGNUSDT,0.01,-3.86,-3.37,4631.14,17
6727,UMAUSDT,BCHUSDT,0.02,-3.68,-3.37,0.01,17
7217,YFIIUSDT,PROMUSDT,0.01,-3.97,-3.37,108.53,17
6131,SNXUSDT,XEMUSDT,0.0,-4.36,-3.37,84.77,17
1848,BUSDUSDT,CROUSDT,0.0,-5.48,-3.37,19.66,17
6720,TWTUSDT,YFIIUSDT,0.0,-4.54,-3.37,0.0,17
2245,COMPUSDT,YFIIUSDT,0.0,-4.28,-3.37,0.09,17
276,1000BTTUSDT,BLZUSDT,0.01,-3.87,-3.37,0.0,17
2543,CTCUSDT,STGUSDT,0.0,-4.36,-3.37,0.32,17
1988,CEEKUSDT,CFXUSDT,0.01,-4.09,-3.37,0.32,17
479,1000XECUSDT,HOOKUSDT,0.03,-3.56,-3.37,0.03,17
6138,SOLUSDT,XRPUSDT,0.03,-3.5,-3.37,38.39,17
6682,TWTUSDT,REEFUSDT,0.0,-4.3,-3.37,600.77,17
1987,CEEKUSDT,CELRUSDT,0.02,-3.76,-3.37,3.28,17
7223,YFIIUSDT,ROSEUSDT,0.0,-4.11,-3.37,10641.99,17
1982,CEEKUSDT,BNXUSDT,0.01,-4.09,-3.37,0.18,17
1979,CEEKUSDT,BLZUSDT,0.02,-3.63,-3.37,0.24,17
6210,STGUSDT,COTIUSDT,0.0,-5.7,-3.37,11.08,17
1872,BUSDUSDT,IDEXUSDT,0.01,-3.85,-3.37,21.94,17
6117,SNXUSDT,ONTUSDT,0.03,-3.52,-3.37,13.19,17
6345,STGUSDT,UMAUSDT,0.0,-5.58,-3.37,0.34,17
1915,BUSDUSDT,UNIUSDT,0.0,-4.41,-3.37,0.23,17
1914,BUSDUSDT,UMAUSDT,0.0,-4.16,-3.37,0.73,17
6410,SUIUSDT,RNDRUSDT,0.03,-3.53,-3.37,0.28,17
2411,CTCUSDT,CELRUSDT,0.0,-4.32,-3.37,12.88,17
1911,BUSDUSDT,THETAUSDT,0.0,-4.51,-3.37,1.66,17
6368,STORJUSDT,TRUUSDT,0.03,-3.48,-3.37,10.07,17
6364,STGUSDT,ZENUSDT,0.0,-5.55,-3.37,0.06,17
564,ADAUSDT,BNXUSDT,0.03,-3.52,-3.37,1.19,17
314,1000BTTUSDT,LEVERUSDT,0.0,-5.05,-3.37,0.3,17
1905,BUSDUSDT,SOLUSDT,0.01,-3.94,-3.37,0.05,17
2336,CROUSDT,TRXUSDT,0.04,-3.45,-3.37,0.62,17
1904,BUSDUSDT,SNXUSDT,0.0,-4.65,-3.37,0.47,17
2474,CTCUSDT,IOTAUSDT,0.0,-4.97,-3.37,0.93,17
6333,STGUSDT,SUIUSDT,0.0,-6.15,-3.37,1.04,17
2452,CTCUSDT,GALAUSDT,0.01,-3.97,-3.37,10.26,17
569,ADAUSDT,GPTUSDT,0.03,-3.58,-3.37,27.08,17
7363,ZILUSDT,ACHUSDT,0.0,-12.69,-3.37,1.09,17
7394,ZILUSDT,BNXUSDT,0.0,-12.77,-3.37,0.08,17
2458,CTCUSDT,GPTUSDT,0.01,-4.09,-3.37,16.0,17
7386,ZILUSDT,BALUSDT,0.0,-12.13,-3.37,0.0,17
7337,ZECUSDT,ONTUSDT,0.01,-3.94,-3.37,158.19,17
6279,STGUSDT,LINAUSDT,0.0,-5.32,-3.37,43.81,17
7326,ZECUSDT,HBARUSDT,0.03,-3.55,-3.37,512.08,17
325,1000BTTUSDT,ONTUSDT,0.0,-4.58,-3.37,0.0,17
7407,ZILUSDT,COTIUSDT,0.0,-12.99,-3.37,0.39,17
334,1000BTTUSDT,RDNTUSDT,0.0,-4.59,-3.37,0.0,17
6508,TLMUSDT,JSTUSDT,0.04,-3.43,-3.37,0.46,17
6504,TLMUSDT,GLMUSDT,0.02,-3.73,-3.37,0.06,17
330,1000BTTUSDT,PROMUSDT,0.0,-4.92,-3.37,0.0,17
7294,YGGUSDT,SHIB1000USDT,0.02,-3.67,-3.37,26.51,17
27,10000LADYSUSDT,TLMUSDT,0.03,-3.59,-3.37,0.03,17
2353,CRVUSDT,PENDLEUSDT,0.02,-3.63,-3.37,0.72,17
1779,BSWUSDT,LEVERUSDT,0.04,-3.42,-3.37,47.67,17
219,10000NFTUSDT,SOLUSDT,0.01,-3.78,-3.37,0.0,17
6478,THETAUSDT,GMTUSDT,0.03,-3.48,-3.37,3.97,17
6461,SWEATUSDT,TWTUSDT,0.02,-3.68,-3.37,0.01,17
2367,CTCUSDT,1000PEPEUSDT,0.0,-5.0,-3.37,221.58,17
2373,CTCUSDT,AGLDUSDT,0.01,-3.94,-3.37,0.27,17
6455,SWEATUSDT,KSMUSDT,0.02,-3.72,-3.37,0.0,17
1649,BOBAUSDT,LITUSDT,0.0,-4.46,-3.37,0.18,17
6254,STGUSDT,HNTUSDT,0.0,-5.16,-3.37,0.33,17
6447,SUSHIUSDT,YFIUSDT,0.01,-4.1,-3.37,0.0,17
7312,ZECUSDT,BADGERUSDT,0.02,-3.67,-3.37,12.39,17
470,1000XECUSDT,ARBUSDT,0.01,-4.02,-3.37,0.03,17
2261,COTIUSDT,BLURUSDT,0.02,-3.74,-3.37,0.24,17
2551,CTCUSDT,TOMOUSDT,0.01,-3.83,-3.37,0.12,17
2158,CELOUSDT,MINAUSDT,0.04,-3.44,-3.37,1.14,17
6017,SLPUSDT,DODOUSDT,0.05,-3.37,-3.37,0.01,17
7504,ZILUSDT,SWEATUSDT,0.0,-5.07,-3.37,2.27,17
2144,CEEKUSDT,XVSUSDT,0.01,-3.8,-3.37,0.01,17
6028,SLPUSDT,GLMUSDT,0.0,-5.06,-3.37,0.01,17
2147,CEEKUSDT,YGGUSDT,0.0,-4.5,-3.37,0.19,17
2224,CKBUSDT,IOSTUSDT,0.01,-3.77,-3.37,0.39,17
6924,XNOUSDT,NEOUSDT,0.02,-3.69,-3.37,0.08,17
2152,CELOUSDT,ARKMUSDT,0.01,-3.92,-3.37,1.2,17
167,10000NFTUSDT,LITUSDT,0.02,-3.72,-3.37,0.01,17
7113,YFIIUSDT,CELRUSDT,0.02,-3.72,-3.37,37317.35,17
6945,XVGUSDT,AUDIOUSDT,0.03,-3.55,-3.37,0.02,17
6067,SLPUSDT,ROSEUSDT,0.01,-3.84,-3.37,0.03,17
1819,BSWUSDT,XVSUSDT,0.04,-3.4,-3.37,0.01,17
6915,XNOUSDT,ARBUSDT,0.04,-3.45,-3.37,0.76,17
7116,YFIIUSDT,CKBUSDT,0.0,-4.23,-3.37,157836.26,17
6911,XLMUSDT,KLAYUSDT,0.01,-3.97,-3.37,1.0,17
6909,XEMUSDT,XTZUSDT,0.01,-4.08,-3.37,0.04,17
6900,WOOUSDT,PENDLEUSDT,0.02,-3.6,-3.37,0.28,17
6899,WOOUSDT,MKRUSDT,0.02,-3.66,-3.37,0.0,17
6072,SLPUSDT,SNXUSDT,0.01,-4.07,-3.37,0.0,17
382,1000FLOKIUSDT,DARUSDT,0.0,-4.16,-3.37,0.18,17
6946,XVGUSDT,BLZUSDT,0.04,-3.45,-3.37,0.02,17
6886,WAVESUSDT,VGXUSDT,0.03,-3.55,-3.37,12.1,17
2110,CEEKUSDT,SFPUSDT,0.04,-3.47,-3.37,0.06,17
7021,XVSUSDT,LPTUSDT,0.04,-3.45,-3.37,0.75,17
7014,XVSUSDT,KDAUSDT,0.02,-3.64,-3.37,8.78,17
2095,CEEKUSDT,PEOPLEUSDT,0.0,-4.45,-3.37,4.05,17
409,1000FLOKIUSDT,MDTUSDT,0.02,-3.69,-3.37,0.35,17
2098,CEEKUSDT,PROMUSDT,0.03,-3.58,-3.37,0.01,17
2100,CEEKUSDT,QTUMUSDT,0.0,-4.44,-3.37,0.02,17
7007,XVSUSDT,INJUSDT,0.0,-4.13,-3.37,0.63,17
5995,SLPUSDT,BADGERUSDT,0.0,-4.79,-3.37,0.0,17
5999,SLPUSDT,BLZUSDT,0.03,-3.49,-3.37,0.01,17
6985,XVSUSDT,DENTUSDT,0.03,-3.56,-3.37,7285.82,17
2594,CTSIUSDT,ONTUSDT,0.02,-3.66,-3.37,0.78,17
1804,BSWUSDT,STGUSDT,0.03,-3.49,-3.37,0.14,17
6005,SLPUSDT,CFXUSDT,0.0,-4.52,-3.37,0.01,17
2120,CEEKUSDT,SUSHIUSDT,0.01,-4.01,-3.37,0.06,17
13,10000LADYSUSDT,KAVAUSDT,0.01,-3.79,-3.37,0.0,17
6015,SLPUSDT,DASHUSDT,0.01,-3.8,-3.37,0.0,17
6961,XVSUSDT,AMBUSDT,0.01,-4.09,-3.37,560.54,17
2595,CTSIUSDT,USDCUSDT,0.02,-3.67,-3.37,0.12,17
7079,YFIIUSDT,ALPHAUSDT,0.0,-4.35,-3.37,5569.4,17
2056,CEEKUSDT,KAVAUSDT,0.0,-4.24,-3.37,0.06,17
6890,WOOUSDT,ALPACAUSDT,0.0,-4.23,-3.37,1.24,17
6925,XNOUSDT,OMGUSDT,0.02,-3.68,-3.37,1.39,17
1824,BTCUSDT,LITUSDT,0.01,-4.1,-3.37,40801.09,17
2217,CHZUSDT,XEMUSDT,0.0,-4.18,-3.37,2.3,17
2198,CFXUSDT,LTCUSDT,0.03,-3.58,-3.37,0.0,17
6097,SLPUSDT,YFIUSDT,0.0,-4.41,-3.37,0.0,17
9,10000LADYSUSDT,FETUSDT,0.04,-3.38,-3.37,0.0,17
6099,SLPUSDT,ZENUSDT,0.02,-3.73,-3.37,0.0,17
7128,YFIIUSDT,DENTUSDT,0.01,-4.08,-3.37,699925.57,17
2558,CTCUSDT,UNIUSDT,0.0,-4.79,-3.37,0.03,17
6104,SNXUSDT,ATAUSDT,0.04,-3.4,-3.37,28.3,17
2025,CEEKUSDT,FORTHUSDT,0.04,-3.4,-3.37,0.01,17
7187,YFIIUSDT,LOOKSUSDT,0.02,-3.74,-3.37,7806.96,17
353,1000BTTUSDT,XTZUSDT,0.02,-3.7,-3.37,0.0,17
6761,USDCUSDT,GMTUSDT,0.05,-3.37,-3.37,6.61,17
2222,CKBUSDT,HIGHUSDT,0.03,-3.53,-3.37,0.0,17
6752,UNIUSDT,USDCUSDT,0.0,-4.65,-3.37,4.29,17
264,1000BTTUSDT,ARBUSDT,0.0,-4.51,-3.37,0.0,17
1703,BSVUSDT,ETHUSDT,0.0,-4.24,-3.37,0.02,17
7392,ZILUSDT,BNBUSDT,0.01,-3.83,-3.37,0.0,17
1707,BSVUSDT,LRCUSDT,0.01,-3.77,-3.37,175.14,17
1708,BSVUSDT,OCEANUSDT,0.02,-3.71,-3.37,98.88,17
2566,CTCUSDT,XLMUSDT,0.0,-4.69,-3.37,1.22,17
3143,ENJUSDT,1000BONKUSDT,0.01,-3.86,-3.37,1108.52,16
14,10000LADYSUSDT,KEYUSDT,0.04,-3.45,-3.37,0.06,16
1775,BSWUSDT,KAVAUSDT,0.05,-3.37,-3.37,0.1,16
7341,ZECUSDT,RSRUSDT,0.02,-3.69,-3.37,13604.82,16
7045,XVSUSDT,SUSHIUSDT,0.01,-3.8,-3.37,7.26,16
6600,TWTUSDT,COMBOUSDT,0.0,-4.97,-3.37,1.51,16
29,10000LADYSUSDT,XTZUSDT,0.01,-3.79,-3.37,0.0,16
4831,LUNA2USDT,SWEATUSDT,0.04,-3.45,-3.37,55.52,16
999,APEUSDT,LPTUSDT,0.04,-3.46,-3.37,0.19,16
1500,BALUSDT,XNOUSDT,0.04,-3.41,-3.37,5.34,16
5480,OPUSDT,UMAUSDT,0.02,-3.63,-3.37,1.0,16
2929,DENTUSDT,AGLDUSDT,0.05,-3.37,-3.37,0.0,16
7333,ZECUSDT,MASKUSDT,0.01,-3.89,-3.37,10.02,16
6648,TWTUSDT,KEYUSDT,0.0,-4.41,-3.37,141.26,16
4271,IDEXUSDT,MATICUSDT,0.02,-3.72,-3.37,0.09,16
5458,OPUSDT,ONEUSDT,0.02,-3.69,-3.37,142.27,16
2912,DASHUSDT,DYDXUSDT,0.05,-3.37,-3.37,13.33,16
11,10000LADYSUSDT,ICXUSDT,0.05,-3.37,-3.37,0.0,16
5456,OPUSDT,NEARUSDT,0.0,-4.24,-3.37,1.24,16
6644,TWTUSDT,JASMYUSDT,0.0,-5.45,-3.37,226.97,16
4139,HFTUSDT,LTCUSDT,0.0,-4.27,-3.37,0.0,16
6893,WOOUSDT,C98USDT,0.04,-3.43,-3.37,1.21,16
3135,EGLDUSDT,JSTUSDT,0.04,-3.44,-3.37,1150.06,16
471,1000XECUSDT,ARKMUSDT,0.0,-5.1,-3.37,0.07,16
6326,STGUSDT,SFPUSDT,0.0,-5.52,-3.37,0.78,16
